station,valid,tmpc,dwpc,relh,alti,mslp
RJAI,2000-11-16 03:00,12.00,6.00,66.70,30.30,M
RJAI,2000-11-16 04:00,11.00,6.00,71.26,30.27,M
RJAI,2000-11-16 06:00,11.00,5.00,66.48,30.30,M
RJAI,2000-11-17 00:00,8.00,8.00,100.00,30.12,M
RJAI,2000-11-17 06:00,9.00,9.00,100.00,30.03,M
RJAI,2000-11-20 00:00,6.00,6.00,100.00,30.30,M
RJAI,2000-11-20 06:00,8.00,8.00,100.00,30.09,M
RJAI,2000-11-21 00:00,16.00,10.00,67.54,29.80,M
RJAI,2000-11-21 03:00,16.00,7.00,55.12,29.77,M
RJAI,2000-11-21 06:00,17.00,11.00,67.75,29.83,M
RJAI,2000-11-21 07:00,16.00,10.00,67.54,29.85,M
RJAI,2000-11-22 00:00,10.00,-2.00,43.03,30.27,M
RJAI,2000-11-22 01:00,10.00,-2.00,43.03,30.27,M
RJAI,2000-11-22 02:00,11.00,0.00,46.59,30.27,M
RJAI,2000-11-22 03:00,11.00,-2.00,40.25,30.24,M
RJAI,2000-11-22 06:00,10.00,0.00,49.81,30.24,M
RJAI,2000-11-24 00:00,9.00,4.00,70.88,30.24,M
RJAI,2000-11-24 03:00,14.00,3.00,47.44,30.21,M
RJAI,2000-11-27 00:00,13.00,7.00,66.91,29.91,M
RJAI,2000-11-27 03:00,17.00,9.00,59.26,29.83,M
RJAI,2000-11-27 06:00,18.00,10.00,59.50,29.80,M
RJAI,2000-11-28 03:00,12.00,-4.00,32.46,29.97,M
RJAI,2000-11-28 21:00,5.00,-4.00,52.17,30.24,M
RJAI,2000-11-28 22:00,5.00,-4.00,52.17,30.27,M
RJAI,2000-11-28 23:00,5.00,-4.00,52.17,30.27,M
RJAI,2000-11-29 00:00,7.00,-4.00,45.44,30.27,M
RJAI,2000-11-29 03:00,8.00,-7.00,33.79,30.21,M
RJAI,2000-11-29 04:00,10.00,-6.00,31.87,30.21,M
RJAI,2000-11-30 00:00,8.00,-1.00,53.00,30.09,M
RJAI,2000-11-30 02:00,12.00,0.00,43.61,30.09,M
RJAI,2000-11-30 03:00,13.00,1.00,43.90,30.06,M
RJAI,2000-11-30 04:00,14.00,-1.00,35.57,30.03,M
RJAI,2000-11-30 05:00,14.00,-1.00,35.57,30.03,M
RJAI,2000-11-30 06:00,14.00,-1.00,35.57,30.03,M
RJAI,2000-12-01 00:00,7.00,2.00,70.48,30.24,M
RJAI,2000-12-01 03:00,8.00,0.00,57.00,30.18,M
RJAI,2000-12-01 06:00,10.00,2.00,57.52,30.15,M
RJAI,2000-12-04 00:00,8.00,-4.00,42.44,29.94,M
RJAI,2000-12-04 03:00,10.00,-2.00,43.03,29.91,M
RJAI,2000-12-04 08:00,11.00,-4.00,34.69,29.97,M
RJAI,2000-12-06 00:00,7.00,-5.00,42.14,29.97,M
RJAI,2000-12-06 03:00,10.00,-4.00,37.08,29.91,M
RJAI,2000-12-06 06:00,13.00,-5.00,28.20,29.91,M
RJAI,2000-12-07 00:00,6.00,-7.00,38.75,30.30,M
RJAI,2000-12-07 03:00,8.00,-7.00,33.79,30.27,M
RJAI,2000-12-07 06:00,9.00,-9.00,27.04,30.24,M
RJAI,2000-12-07 07:00,9.00,-8.00,29.23,30.24,M
RJAI,2000-12-08 00:00,5.00,-5.00,48.39,30.21,M
RJAI,2000-12-08 03:00,11.00,-2.00,40.25,30.12,M
RJAI,2000-12-08 06:00,13.00,1.00,43.90,30.09,M
RJAI,2000-12-11 00:00,9.00,-3.00,42.73,29.83,M
RJAI,2000-12-11 03:00,11.00,-3.00,37.38,29.74,M
RJAI,2000-12-11 06:00,12.00,0.00,43.61,29.71,M
RJAI,2000-12-11 07:00,12.00,0.00,43.61,29.68,M
RJAI,2000-12-12 00:00,5.00,-9.00,35.57,29.94,M
RJAI,2000-12-12 03:00,9.00,-9.00,27.04,29.88,M
RJAI,2000-12-12 05:00,9.00,-10.00,24.99,29.88,M
RJAI,2000-12-12 06:00,10.00,-9.00,25.28,29.88,M
RJAI,2000-12-12 07:00,10.00,-8.00,27.33,29.91,M
RJAI,2000-12-13 03:00,10.00,-3.00,39.95,30.00,M
RJAI,2000-12-13 06:00,11.00,-6.00,29.82,30.00,M
RJAI,2000-12-14 00:00,5.00,-1.00,65.16,30.15,M
RJAI,2000-12-14 03:00,7.00,-2.00,52.72,30.09,M
RJAI,2000-12-14 06:00,8.00,-1.00,53.00,30.03,M
RJAI,2000-12-15 00:00,8.00,-1.00,53.00,30.24,M
RJAI,2000-12-15 03:00,11.00,-2.00,40.25,30.18,M
RJAI,2000-12-15 06:00,11.00,-2.00,40.25,30.15,M
RJAI,2000-12-18 00:00,7.00,3.00,75.68,30.33,M
RJAI,2000-12-18 03:00,9.00,3.00,66.05,30.27,M
RJAI,2000-12-18 04:00,10.00,4.00,66.27,30.24,M
RJAI,2000-12-18 05:00,10.00,3.00,61.76,30.24,M
RJAI,2000-12-18 06:00,10.00,4.00,66.27,30.24,M
RJAI,2000-12-18 07:00,10.00,4.00,66.27,30.24,M
RJAI,2000-12-18 08:00,10.00,4.00,66.27,30.24,M
RJAI,2000-12-19 00:00,9.00,6.00,81.47,29.80,M
RJAI,2000-12-19 03:00,14.00,9.00,71.83,29.68,M
RJAI,2000-12-20 00:00,9.00,-2.00,46.02,30.24,M
RJAI,2000-12-20 03:00,10.00,2.00,57.52,30.15,M
RJAI,2000-12-20 06:00,9.00,2.00,61.52,30.06,M
RJAI,2000-12-21 00:00,9.00,3.00,66.05,29.74,M
RJAI,2000-12-21 03:00,14.00,1.00,41.13,29.71,M
RJAI,2000-12-22 00:00,5.00,-5.00,48.39,30.15,M
RJAI,2000-12-22 03:00,8.00,-5.00,39.36,30.12,M
RJAI,2000-12-22 08:00,9.00,0.00,53.27,30.12,M
RJAI,2000-12-25 00:00,6.00,-3.00,52.45,29.85,M
RJAI,2000-12-25 03:00,11.00,-3.00,37.38,29.65,M
RJAI,2000-12-25 06:00,11.00,4.00,61.99,29.53,M
RJAI,2000-12-25 23:00,3.00,-6.00,51.61,29.94,M
RJAI,2000-12-26 00:00,4.00,-5.00,51.89,29.94,M
RJAI,2000-12-26 01:00,6.00,-7.00,38.75,29.94,M
RJAI,2000-12-26 02:00,8.00,-6.00,36.48,29.91,M
RJAI,2000-12-26 03:00,7.00,-6.00,39.06,29.88,M
RJAI,2000-12-26 04:00,8.00,-5.00,39.36,29.85,M
RJAI,2000-12-26 05:00,9.00,-5.00,36.78,29.85,M
RJAI,2000-12-26 06:00,9.00,-8.00,29.23,29.85,M
RJAI,2000-12-27 00:00,4.00,-12.00,30.07,30.21,M
RJAI,2000-12-27 06:00,9.00,-9.00,27.04,30.15,M
RJAI,2000-12-27 08:00,8.00,-8.00,31.28,30.18,M
RJAI,2000-12-28 00:00,4.00,-6.00,48.10,30.15,M
RJAI,2000-12-28 03:00,9.00,-4.00,39.66,30.09,M
RJAI,2000-12-28 06:00,9.00,-3.00,42.73,30.06,M
RJAI,2001-01-04 00:00,3.00,-7.00,47.80,29.74,M
RJAI,2001-01-04 03:00,7.00,-6.00,39.06,29.74,M
RJAI,2001-01-04 06:00,9.00,-9.00,27.04,29.74,M
RJAI,2001-01-05 00:00,3.00,-9.00,40.93,30.03,M
RJAI,2001-01-05 03:00,7.00,-8.00,33.49,30.00,M
RJAI,2001-01-08 23:00,2.00,-1.00,80.51,30.30,M
RJAI,2001-01-09 01:00,5.00,-1.00,65.16,30.30,M
RJAI,2001-01-09 06:00,7.00,1.00,65.61,30.21,M
RJAI,2001-01-10 00:00,M,M,M,M,M
RJAI,2001-01-10 03:00,11.00,4.00,61.99,29.65,M
RJAI,2001-01-10 06:00,11.00,0.00,46.59,29.68,M
RJAI,2001-01-11 00:00,5.00,-1.00,65.16,29.83,M
RJAI,2001-01-11 03:00,9.00,0.00,53.27,29.74,M
RJAI,2001-01-12 00:00,6.00,-6.00,41.84,29.74,M
RJAI,2001-01-12 01:00,7.00,-5.00,42.14,29.74,M
RJAI,2001-01-12 02:00,7.00,-5.00,42.14,29.74,M
RJAI,2001-01-12 03:00,8.00,-5.00,39.36,29.71,M
RJAI,2001-01-12 04:00,9.00,-3.00,42.73,29.71,M
RJAI,2001-01-12 05:00,9.00,-7.00,31.57,29.71,M
RJAI,2001-01-12 06:00,9.00,-5.00,36.78,29.71,M
RJAI,2001-01-13 21:00,-1.00,-6.00,68.83,29.56,M
RJAI,2001-01-13 22:00,-1.00,-6.00,68.83,29.59,M
RJAI,2001-01-13 23:00,-1.00,-6.00,68.83,29.59,M
RJAI,2001-01-14 00:30,0.00,-4.00,74.44,29.62,M
RJAI,2001-01-14 01:00,1.00,-6.00,59.53,29.65,M
RJAI,2001-01-14 02:00,3.00,-8.00,44.25,29.68,M
RJAI,2001-01-14 03:00,3.00,-9.00,40.93,29.68,M
RJAI,2001-01-14 04:00,4.00,-11.00,32.58,29.65,M
RJAI,2001-01-14 05:00,4.00,-12.00,30.07,29.68,M
RJAI,2001-01-15 00:00,-3.00,-9.00,63.27,29.85,M
RJAI,2001-01-15 03:00,2.00,-11.00,37.53,M,M
RJAI,2001-01-15 06:00,5.00,-13.00,25.87,29.85,M
RJAI,2001-01-16 03:00,4.00,-13.00,27.74,29.97,M
RJAI,2001-01-16 06:00,7.00,-14.00,20.77,29.94,M
RJAI,2001-01-17 00:00,1.00,-9.00,47.22,30.09,M
RJAI,2001-01-17 03:00,6.00,-12.00,26.16,30.06,M
RJAI,2001-01-17 20:00,1.00,-11.00,40.32,30.15,M
RJAI,2001-01-17 21:00,1.00,-11.00,40.32,30.15,M
RJAI,2001-01-17 22:00,1.00,-11.00,40.32,30.15,M
RJAI,2001-01-18 00:00,2.00,-11.00,37.53,30.12,M
RJAI,2001-01-18 03:00,6.00,-7.00,38.75,30.00,M
RJAI,2001-01-18 04:00,7.00,-6.00,39.06,29.94,M
RJAI,2001-01-18 06:00,8.00,-3.00,45.73,29.91,M
RJAI,2001-01-18 07:00,8.00,-1.00,53.00,29.91,M
RJAI,2001-01-18 08:00,9.00,0.00,53.27,29.94,M
RJAI,2001-01-19 00:00,2.00,-10.00,40.63,30.27,M
RJAI,2001-01-19 03:00,3.00,-7.00,47.80,30.27,M
RJAI,2001-01-19 06:00,M,M,M,M,M
RJAI,2001-01-21 21:00,4.00,-9.00,38.15,30.03,M
RJAI,2001-01-21 22:00,4.00,-8.00,41.24,30.06,M
RJAI,2001-01-21 23:00,5.00,-9.00,35.57,30.06,M
RJAI,2001-01-22 00:00,5.00,-8.00,38.45,30.06,M
RJAI,2001-01-22 06:00,9.00,-5.00,36.78,30.03,M
RJAI,2001-01-22 08:00,8.00,-5.00,39.36,30.06,M
RJAI,2001-01-22 09:00,7.00,-6.00,39.06,30.09,M
RJAI,2001-01-22 10:00,7.00,-5.00,42.14,30.12,M
RJAI,2001-01-22 21:00,3.00,-6.00,51.61,30.09,M
RJAI,2001-01-22 22:00,3.00,-6.00,51.61,30.09,M
RJAI,2001-01-22 23:00,4.00,-6.00,48.10,30.09,M
RJAI,2001-01-23 00:00,4.00,-5.00,51.89,30.09,M
RJAI,2001-01-23 01:00,5.00,-5.00,48.39,30.06,M
RJAI,2001-01-23 03:00,6.00,-5.00,45.14,29.97,M
RJAI,2001-01-24 00:00,2.00,-11.00,37.53,30.27,M
RJAI,2001-01-24 03:00,6.00,-9.00,33.18,30.24,M
RJAI,2001-01-24 04:00,7.00,-10.00,28.64,30.24,M
RJAI,2001-01-24 05:00,8.00,-10.00,26.75,30.21,M
RJAI,2001-01-24 07:00,7.00,-10.00,28.64,30.24,M
RJAI,2001-01-24 21:00,2.00,-6.00,55.41,30.21,M
RJAI,2001-01-24 23:00,2.00,-7.00,51.33,30.21,M
RJAI,2001-01-25 00:00,2.00,-7.00,51.33,30.21,M
RJAI,2001-01-25 03:00,4.00,-7.00,44.55,30.15,M
RJAI,2001-01-25 06:00,4.00,-2.00,64.93,30.06,M
RJAI,2001-01-25 20:00,3.00,3.00,100.00,29.85,M
RJAI,2001-01-25 21:00,3.00,3.00,100.00,29.85,M
RJAI,2001-01-25 22:00,4.00,3.00,93.19,29.91,M
RJAI,2001-01-26 00:00,4.00,3.00,93.19,29.88,M
RJAI,2001-01-26 03:00,6.00,3.00,81.07,29.85,M
RJAI,2001-01-26 04:00,6.00,2.00,75.50,29.83,M
RJAI,2001-01-26 05:00,7.00,1.00,65.61,29.85,M
RJAI,2001-01-29 00:00,5.00,-4.00,52.17,29.88,M
RJAI,2001-01-29 03:00,7.00,-8.00,33.49,29.91,M
RJAI,2001-01-29 06:00,8.00,-7.00,33.79,29.91,M
RJAI,2001-01-29 07:00,8.00,-8.00,31.28,29.94,M
RJAI,2001-01-30 00:00,2.00,-5.00,59.79,30.06,M
RJAI,2001-01-30 03:00,7.00,-5.00,42.14,30.00,M
RJAI,2001-01-31 00:00,4.00,-5.00,51.89,30.18,M
RJAI,2001-01-31 03:00,7.00,-6.00,39.06,30.15,M
RJAI,2001-01-31 06:00,9.00,-4.00,39.66,30.12,M
RJAI,2001-02-01 06:00,5.00,3.00,86.89,29.65,M
RJAI,2001-02-02 00:00,4.00,-8.00,41.24,29.85,M
RJAI,2001-02-02 03:00,4.00,-5.00,51.89,29.85,M
RJAI,2001-02-02 06:00,6.00,-7.00,38.75,29.83,M
RJAI,2001-02-05 00:00,4.00,-7.00,44.55,30.27,M
RJAI,2001-02-05 03:00,6.00,-7.00,38.75,30.21,M
RJAI,2001-02-05 06:00,9.00,-1.00,49.53,30.12,M
RJAI,2001-02-06 00:00,5.00,-1.00,65.16,29.94,M
RJAI,2001-02-06 01:00,6.00,-1.00,60.79,29.94,M
RJAI,2001-02-06 02:00,8.00,-1.00,53.00,29.94,M
RJAI,2001-02-06 03:00,10.00,-1.00,46.31,29.91,M
RJAI,2001-02-06 06:00,11.00,3.00,57.77,29.85,M
RJAI,2001-02-07 03:00,4.00,3.00,93.19,30.03,M
RJAI,2001-02-07 06:00,3.00,2.00,93.14,29.97,M
RJAI,2001-02-08 00:00,3.00,2.00,93.14,29.85,M
RJAI,2001-02-08 03:00,8.00,-5.00,39.36,29.85,M
RJAI,2001-02-08 06:00,8.00,-6.00,36.48,29.88,M
RJAI,2001-02-09 00:00,2.00,-9.00,43.95,30.15,M
RJAI,2001-02-09 02:00,4.00,-9.00,38.15,30.18,M
RJAI,2001-02-09 03:00,5.00,-7.00,41.54,30.15,M
RJAI,2001-02-09 06:00,7.00,-5.00,42.14,30.15,M
RJAI,2001-02-09 23:00,3.00,-4.00,60.04,30.15,M
RJAI,2001-02-10 00:00,4.00,-5.00,51.89,30.15,M
RJAI,2001-02-13 00:00,2.00,-9.00,43.95,30.06,M
RJAI,2001-02-13 03:00,4.00,-8.00,41.24,29.97,M
RJAI,2001-02-13 06:00,6.00,-7.00,38.75,29.94,M
RJAI,2001-02-14 00:00,2.00,-2.00,74.80,29.88,M
RJAI,2001-02-14 03:00,1.00,-1.00,86.49,29.85,M
RJAI,2001-02-14 06:00,4.00,-3.00,60.29,29.83,M
RJAI,2001-02-14 14:00,1.00,-1.00,86.49,30.00,M
RJAI,2001-02-14 20:00,0.00,-8.00,54.87,30.06,M
RJAI,2001-02-14 21:00,0.00,-9.00,50.75,30.06,M
RJAI,2001-02-14 22:00,-1.00,-9.00,54.59,30.06,M
RJAI,2001-02-14 23:00,1.00,-10.00,43.65,30.12,M
RJAI,2001-02-15 00:00,1.00,-9.00,47.22,30.12,M
RJAI,2001-02-15 01:00,2.00,-10.00,40.63,M,M
RJAI,2001-02-15 02:00,3.00,-12.00,32.27,30.12,M
RJAI,2001-02-15 03:00,4.00,-11.00,32.58,30.09,M
RJAI,2001-02-15 04:00,4.00,-14.00,25.58,30.09,M
RJAI,2001-02-16 00:00,5.00,2.00,80.93,29.83,M
RJAI,2001-02-16 03:00,9.00,-2.00,46.02,29.80,M
RJAI,2001-02-16 06:00,8.00,-9.00,28.93,29.83,M
RJAI,2001-02-19 00:00,9.00,0.00,53.27,29.91,M
RJAI,2001-02-19 06:00,14.00,-2.00,33.05,29.85,M
RJAI,2001-02-20 00:00,5.00,-4.00,52.17,30.18,M
RJAI,2001-02-20 01:00,6.00,-6.00,41.84,30.18,M
RJAI,2001-02-20 02:00,7.00,-6.00,39.06,30.18,M
RJAI,2001-02-20 03:00,7.00,-6.00,39.06,30.15,M
RJAI,2001-02-20 04:00,10.00,-6.00,31.87,30.12,M
RJAI,2001-02-20 06:00,10.00,-5.00,34.39,30.12,M
RJAI,2001-02-21 00:00,7.00,-3.00,48.96,30.12,M
RJAI,2001-02-21 03:00,11.00,-1.00,43.32,30.06,M
RJAI,2001-02-22 00:00,12.00,0.00,43.61,29.97,M
RJAI,2001-02-22 03:00,16.00,-4.00,25.04,29.94,M
RJAI,2001-02-22 06:00,18.00,-3.00,23.77,29.94,M
RJAI,2001-02-22 23:00,9.00,0.00,53.27,29.94,M
RJAI,2001-02-23 00:00,10.00,-1.00,46.31,29.94,M
RJAI,2001-02-23 01:00,12.00,0.00,43.61,29.94,M
RJAI,2001-02-23 03:00,15.00,2.00,41.42,29.88,M
RJAI,2001-02-23 04:00,16.00,2.00,38.85,29.85,M
RJAI,2001-02-24 11:00,14.00,13.00,93.69,29.68,M
RJAI,2001-02-24 22:00,3.00,-1.00,74.98,29.83,M
RJAI,2001-02-24 23:00,4.00,-2.00,64.93,29.85,M
RJAI,2001-02-25 00:00,6.00,-3.00,52.45,29.88,M
RJAI,2001-02-25 01:00,6.00,-5.00,45.14,29.88,M
RJAI,2001-02-25 02:00,8.00,-7.00,33.79,29.91,M
RJAI,2001-02-25 03:00,8.00,-8.00,31.28,29.91,M
RJAI,2001-02-25 04:00,7.00,-8.00,33.49,29.91,M
RJAI,2001-02-25 05:00,7.00,-9.00,30.98,29.88,M
RJAI,2001-02-25 06:00,8.00,-10.00,26.75,29.53,M
RJAI,2001-02-25 07:00,7.00,-10.00,28.64,29.56,M
RJAI,2001-02-25 22:00,1.00,-10.00,43.65,30.24,M
RJAI,2001-02-25 23:00,2.00,-11.00,37.53,30.27,M
RJAI,2001-02-26 00:00,3.00,-11.00,34.96,30.27,M
RJAI,2001-02-26 01:00,4.00,-11.00,32.58,30.27,M
RJAI,2001-02-26 02:00,6.00,-11.00,28.34,30.24,M
RJAI,2001-02-26 03:00,7.00,-11.00,26.45,30.24,M
RJAI,2001-02-26 04:00,7.00,-11.00,26.45,30.21,M
RJAI,2001-02-26 05:00,8.00,-10.00,26.75,30.21,M
RJAI,2001-02-27 00:00,5.00,-6.00,44.85,30.39,M
RJAI,2001-02-27 03:00,11.00,-5.00,32.17,30.36,M
RJAI,2001-02-27 06:00,11.00,-3.00,37.38,30.30,M
RJAI,2001-02-27 23:00,6.00,0.00,65.38,30.06,M
RJAI,2001-02-28 01:00,8.00,1.00,61.28,30.00,M
RJAI,2001-02-28 02:00,9.00,2.00,61.52,29.97,M
RJAI,2001-02-28 03:00,13.00,7.00,66.91,29.91,M
RJAI,2001-02-28 04:00,14.00,6.00,58.52,29.85,M
RJAI,2001-02-28 05:00,14.00,6.00,58.52,29.88,M
RJAI,2001-02-28 06:00,15.00,5.00,51.18,29.85,M
RJAI,2001-02-28 22:00,7.00,7.00,100.00,29.77,M
RJAI,2001-03-01 00:00,7.00,7.00,100.00,29.85,M
RJAI,2001-03-01 03:00,6.00,6.00,100.00,29.77,M
RJAI,2001-03-01 06:00,6.00,5.00,93.30,29.71,M
RJAI,2001-03-02 00:00,2.00,2.00,100.00,29.77,M
RJAI,2001-03-02 02:00,6.00,0.00,65.38,29.80,M
RJAI,2001-03-02 03:00,8.00,-2.00,49.24,29.80,M
RJAI,2001-03-02 05:00,10.00,-3.00,39.95,29.80,M
RJAI,2001-03-02 06:00,9.00,-4.00,39.66,29.80,M
RJAI,2001-03-02 22:00,8.00,-5.00,39.36,30.24,M
RJAI,2001-03-02 23:00,4.00,-5.00,51.89,30.27,M
RJAI,2001-03-03 00:00,5.00,-5.00,48.39,30.27,M
RJAI,2001-03-03 01:00,7.00,-6.00,39.06,30.27,M
RJAI,2001-03-03 02:00,8.00,-6.00,36.48,30.24,M
RJAI,2001-03-03 03:00,7.00,-6.00,39.06,30.21,M
RJAI,2001-03-05 00:00,6.00,-9.00,33.18,29.53,M
RJAI,2001-03-05 03:00,10.00,-13.00,18.39,29.53,M
RJAI,2001-03-05 06:00,12.00,-12.00,17.45,29.53,M
RJAI,2001-03-06 00:00,7.00,-4.00,45.44,29.91,M
RJAI,2001-03-06 03:00,11.00,1.00,50.08,29.88,M
RJAI,2001-03-06 04:00,13.00,0.00,40.84,29.85,M
RJAI,2001-03-06 06:00,13.00,3.00,50.64,29.85,M
RJAI,2001-03-06 07:00,14.00,4.00,50.91,29.85,M
RJAI,2001-03-06 23:00,14.00,2.00,44.19,29.59,M
RJAI,2001-03-07 00:00,15.00,3.00,44.47,29.56,M
RJAI,2001-03-07 06:00,14.00,-1.00,35.57,29.47,M
RJAI,2001-03-07 22:00,4.00,-9.00,38.15,29.80,M
RJAI,2001-03-07 23:00,5.00,-8.00,38.45,29.80,M
RJAI,2001-03-08 00:00,5.00,-9.00,35.57,29.80,M
RJAI,2001-03-08 03:00,8.00,-8.00,31.28,29.71,M
RJAI,2001-03-08 06:00,8.00,-5.00,39.36,29.56,M
RJAI,2001-03-09 00:00,4.00,-10.00,35.26,29.80,M
RJAI,2001-03-09 03:00,7.00,-11.00,26.45,29.77,M
RJAI,2001-03-09 06:00,8.00,-12.00,22.81,29.77,M
RJAI,2001-03-12 00:00,1.00,-2.00,80.36,30.03,M
RJAI,2001-03-12 03:00,3.00,-1.00,74.98,29.97,M
RJAI,2001-03-12 06:00,5.00,-1.00,65.16,29.85,M
RJAI,2001-03-12 07:00,6.00,-1.00,60.79,29.85,M
RJAI,2001-03-13 00:00,2.00,-11.00,37.53,30.00,M
RJAI,2001-03-13 03:00,5.00,-12.00,28.04,30.09,M
RJAI,2001-03-13 06:00,8.00,-10.00,26.75,30.12,M
RJAI,2001-03-14 00:00,4.00,-3.00,60.29,30.27,M
RJAI,2001-03-14 03:00,12.00,0.00,43.61,30.27,M
RJAI,2001-03-15 00:00,16.00,11.00,72.20,29.77,M
RJAI,2001-03-15 03:00,21.00,9.00,46.16,29.62,M
RJAI,2001-03-15 06:00,18.00,6.00,45.32,29.65,M
RJAI,2001-03-16 00:00,8.00,-4.00,42.44,30.09,M
RJAI,2001-03-16 02:00,9.00,-5.00,36.78,30.06,M
RJAI,2001-03-16 03:00,9.00,-4.00,39.66,30.06,M
RJAI,2001-03-16 06:00,12.00,-3.00,34.98,29.97,M
RJAI,2001-03-19 00:00,13.00,-7.00,24.21,29.47,M
RJAI,2001-03-19 03:00,16.00,-1.00,31.28,29.47,M
RJAI,2001-03-19 04:00,16.00,-1.00,31.28,29.83,M
RJAI,2001-03-19 06:00,16.00,5.00,48.00,29.83,M
RJAI,2001-03-20 06:00,19.00,0.00,27.83,29.65,M
RJAI,2001-03-20 07:00,19.00,1.00,29.92,29.65,M
RJAI,2001-03-21 00:00,M,M,M,M,M
RJAI,2001-03-21 06:00,22.00,-4.00,17.22,29.65,M
RJAI,2001-03-22 00:00,12.00,0.00,43.61,29.88,M
RJAI,2001-03-22 03:00,15.00,5.00,51.18,29.85,M
RJAI,2001-03-22 06:00,17.00,6.00,48.28,29.77,M
RJAI,2001-03-23 00:00,14.00,4.00,50.91,29.91,M
RJAI,2001-03-23 03:00,17.00,6.00,48.28,29.94,M
RJAI,2001-03-23 06:00,13.00,4.00,54.34,29.94,M
RJAI,2001-03-23 07:00,12.00,1.00,46.88,29.94,M
RJAI,2001-03-23 08:00,12.00,1.00,46.88,29.94,M
RJAI,2001-03-23 09:00,12.00,2.00,50.36,29.97,M
RJAI,2001-03-24 21:00,14.00,10.00,76.82,29.91,M
RJAI,2001-03-24 22:00,13.00,9.00,76.66,29.91,M
RJAI,2001-03-24 23:00,13.00,10.00,81.99,29.88,M
RJAI,2001-03-25 01:00,15.00,10.00,72.01,29.88,M
RJAI,2001-03-26 00:00,12.00,12.00,100.00,29.47,M
RJAI,2001-03-26 01:00,12.00,12.00,100.00,29.44,M
RJAI,2001-03-26 02:00,13.00,12.00,93.65,29.44,M
RJAI,2001-03-26 04:00,14.00,5.00,54.60,29.44,M
RJAI,2001-03-26 05:00,14.00,2.00,44.19,29.44,M
RJAI,2001-03-27 00:00,11.00,-5.00,32.17,29.80,M
RJAI,2001-03-27 03:00,14.00,-2.00,33.05,29.80,M
RJAI,2001-03-27 04:00,16.00,-4.00,25.04,29.80,M
RJAI,2001-03-27 05:00,15.00,-2.00,30.98,29.80,M
RJAI,2001-03-27 06:00,15.00,-5.00,24.76,29.83,M
RJAI,2001-03-27 07:00,15.00,-4.00,26.70,29.85,M
RJAI,2001-03-27 08:00,15.00,-4.00,26.70,29.85,M
RJAI,2001-03-27 09:00,15.00,-3.00,28.77,29.85,M
RJAI,2001-03-28 00:00,10.00,4.00,66.27,29.91,M
RJAI,2001-03-28 03:00,11.00,5.00,66.48,29.85,M
RJAI,2001-03-28 06:00,15.00,5.00,51.18,29.74,M
RJAI,2001-03-29 00:00,M,M,M,M,M
RJAI,2001-03-29 03:00,7.00,6.00,93.35,29.68,M
RJAI,2001-03-29 06:00,6.00,4.00,86.99,29.56,M
RJAI,2001-03-30 06:00,10.00,-4.00,37.08,29.71,M
RJAI,2001-04-02 00:00,8.00,-1.00,53.00,30.09,M
RJAI,2001-04-02 03:00,12.00,1.00,46.88,30.03,M
RJAI,2001-04-02 06:00,15.00,1.00,38.56,29.94,M
RJAI,2001-04-03 00:00,17.00,7.00,51.72,29.74,M
RJAI,2001-04-03 03:00,19.00,8.00,48.83,29.68,M
RJAI,2001-04-03 06:00,20.00,8.00,45.88,29.62,M
RJAI,2001-04-04 00:00,9.00,-4.00,39.66,29.94,M
RJAI,2001-04-04 03:00,12.00,-6.00,27.91,29.94,M
RJAI,2001-04-04 06:00,13.00,-7.00,24.21,29.91,M
RJAI,2001-04-04 21:00,6.00,-4.00,48.67,30.15,M
RJAI,2001-04-04 22:00,7.00,-3.00,48.96,30.15,M
RJAI,2001-04-04 23:00,8.00,-4.00,42.44,30.15,M
RJAI,2001-04-05 00:00,9.00,-3.00,42.73,30.15,M
RJAI,2001-04-05 01:00,10.00,-1.00,46.31,30.15,M
RJAI,2001-04-05 03:00,15.00,2.00,41.42,30.09,M
RJAI,2001-04-05 04:00,16.00,2.00,38.85,30.06,M
RJAI,2001-04-05 05:00,16.00,2.00,38.85,30.03,M
RJAI,2001-04-05 06:00,16.00,4.00,44.76,30.03,M
RJAI,2001-04-06 00:00,13.00,7.00,66.91,30.18,M
RJAI,2001-04-06 03:00,18.00,7.00,48.55,30.15,M
RJAI,2001-04-06 06:00,18.00,8.00,51.98,30.09,M
RJAI,2001-04-08 21:00,14.00,12.00,87.74,30.18,M
RJAI,2001-04-08 22:00,14.00,12.00,87.74,30.18,M
RJAI,2001-04-08 23:00,15.00,13.00,87.83,30.18,M
RJAI,2001-04-09 00:00,16.00,13.00,82.37,30.18,M
RJAI,2001-04-09 01:00,17.00,13.00,77.29,30.18,M
RJAI,2001-04-09 02:00,18.00,13.00,72.56,30.15,M
RJAI,2001-04-09 03:00,19.00,12.00,63.82,30.12,M
RJAI,2001-04-09 04:00,20.00,12.00,59.97,M,M
RJAI,2001-04-09 05:00,20.00,10.00,52.51,30.09,M
RJAI,2001-04-09 07:00,20.00,12.00,59.97,30.06,M
RJAI,2001-04-09 08:00,19.00,11.00,59.74,30.06,M
RJAI,2001-04-10 00:00,17.00,13.00,77.29,30.09,M
RJAI,2001-04-10 03:00,20.00,12.00,59.97,30.06,M
RJAI,2001-04-10 06:00,20.00,10.00,52.51,30.00,M
